x1,y1,x2,y2
2.2882394790649414,1923.09228515625,294.13360595703125,1874.218017578125
2.3943216800689697,2988.92333984375,3017.5947265625,3917.4169921875
2.8707408905029297,2848.080810546875,2438.744873046875,629.3975219726562
2.9036474227905273,3248.685302734375,42.28322219848633,3062.904052734375
3.437654733657837,1654.183349609375,1830.7938232421875,984.1222534179688
3.467392683029175,1966.44775390625,2337.53076171875,2541.236572265625
3.551610231399536,2836.356689453125,1991.5772705078125,3679.8447265625
3.9210221767425537,2376.088623046875,200.14718627929688,2287.12841796875
4.417994499206543,3432.416015625,17.143245697021484,3226.069091796875
4.573155879974365,2344.18994140625,24.261791229248047,1747.8626708984375
4.7119646072387695,1926.72705078125,296.15863037109375,1877.9327392578125
4.715703964233398,3144.337646484375,54.74692916870117,2969.9794921875
4.9166178703308105,3471.2578125,1184.0989990234375,3711.492919921875
5.270891189575195,2614.384033203125,143.95187377929688,2498.775634765625
5.492284774780273,1921.311767578125,260.976806640625,3991.96923828125
5.588260173797607,2008.844970703125,1299.02978515625,2214.75341796875
5.860866546630859,3480.58251953125,535.7244873046875,3762.307861328125
5.867740154266357,3134.565185546875,56.58219528198242,2961.49609375
5.956917762756348,2217.1201171875,2661.99267578125,1847.914306640625
6.0104756355285645,2868.107666015625,1299.62939453125,2439.380615234375
6.061611175537109,3314.930419921875,35.937862396240234,3122.638916015625
6.082149982452393,3198.989501953125,1781.6707763671875,2441.501953125
6.0845561027526855,2883.455810546875,90.015380859375,2736.37548828125
6.137541770935059,3292.453369140625,39.87705993652344,3102.715576171875
6.140221118927002,3224.259765625,2763.181396484375,3661.897216796875
6.372618198394775,2336.933349609375,1578.48046875,2516.777099609375
6.427073955535889,3083.807861328125,62.840003967285156,2916.085205078125
6.431304931640625,2627.96337890625,141.96043395996094,2511.517822265625
6.441061973571777,3284.899169921875,40.88628387451172,3095.5712890625
6.447889804840088,2238.08935546875,2793.39208984375,1921.154296875
6.552562236785889,2333.263916015625,208.56141662597656,2248.56201171875
6.612400531768799,1656.48583984375,641.2628173828125,3007.87646484375
6.759567737579346,2006.613037109375,281.8946838378906,3988.291748046875
6.893302917480469,3716.18701171875,1659.2781982421875,2839.65087890625
6.8949456214904785,1693.94873046875,346.8628845214844,1645.8843994140625
6.900899410247803,2278.224365234375,222.97166442871094,2198.82763671875
6.979410648345947,2272.76806640625,85.94552612304688,2375.75048828125
6.9922943115234375,3233.980224609375,404.91510009765625,2662.360595703125
6.9922943115234375,3233.980224609375,47.400726318359375,3048.86767578125
7.164153575897217,3219.703369140625,48.514183044433594,3037.572509765625
7.306887626647949,2409.435302734375,2551.31689453125,2667.439697265625
7.324382305145264,2631.623779296875,142.30062866210938,2514.1201171875
7.336491107940674,2853.103515625,96.7307357788086,2709.705810546875
7.341686248779297,2657.27001953125,212.66893005371094,2216.59521484375
7.351420879364014,2571.01708984375,154.0615234375,2460.47021484375
7.44621467590332,3050.908935546875,67.48589324951172,2886.0322265625
7.480205535888672,2846.491455078125,98.23219299316406,2703.99072265625
7.487445831298828,1862.71533203125,2891.350341796875,3048.362548828125
7.487445831298828,1862.71533203125,310.3939514160156,1818.0418701171875
7.5013813972473145,3536.251953125,1767.30908203125,2498.626953125
7.642019748687744,3425.69677734375,89.33625030517578,3763.386962890625
7.659978866577148,2351.596435546875,205.25271606445312,2264.51025390625
7.731235504150391,3302.7783203125,72.87747192382812,2221.22265625
7.824651718139648,3318.541259765625,2411.779296875,1904.349609375
7.854511737823486,3651.861083984375,2568.539306640625,1902.42041015625
7.9382805824279785,3782.359130859375,907.1361083984375,3172.4365234375
7.942910194396973,2368.832763671875,203.72247314453125,2280.61279296875
7.950891971588135,2814.833251953125,2022.9373779296875,1849.6268310546875
7.967142105102539,1552.63623046875,1677.5445556640625,1136.2479248046875
8.063807487487793,2466.349365234375,413.8533020019531,2309.365234375
8.184515953063965,2282.98876953125,223.03941345214844,2203.46826171875
8.470149993896484,2806.357177734375,107.49195098876953,2669.121337890625
8.484455108642578,2682.22314453125,131.4388885498047,2558.883544921875
8.592744827270508,2002.4732666015625,287.270263671875,1948.0673828125
8.629128456115723,1892.42724609375,305.6668395996094,1846.04638671875
8.674774169921875,2065.10986328125,1221.2581787109375,2057.97216796875
8.702801704406738,1704.69189453125,933.0235595703125,1418.8026123046875
8.754314422607422,3629.673095703125,2451.218994140625,3612.472900390625
8.758960723876953,2315.550537109375,214.4360809326172,2232.682373046875
8.811896324157715,2347.211181640625,206.5867462158203,2261.092041015625
8.828062057495117,2794.83935546875,108.4301528930664,2658.5966796875
8.846628189086914,3056.06396484375,69.52783203125,2891.06640625
8.885248184204102,3309.071533203125,39.457061767578125,3117.28369140625
8.981096267700195,2100.8271484375,275.1991882324219,2039.3358154296875
9.034735679626465,1716.1282958984375,1207.3614501953125,279.916259765625
9.098008155822754,2907.98828125,88.42979431152344,2758.607666015625
9.148508071899414,2740.443115234375,117.9151840209961,2609.244384765625
9.19296646118164,3802.09765625,1875.3511962890625,2480.26220703125
9.299188613891602,3749.355224609375,2817.637451171875,3614.51416015625
9.311083793640137,1831.97509765625,319.61956787109375,1789.798583984375
9.344778060913086,3556.39404296875,2022.2930908203125,390.52679443359375
9.411029815673828,3226.401611328125,49.97968673706055,3044.05419921875
9.469911575317383,3448.31494140625,18.415979385375977,3239.502197265625
9.505680084228516,3409.28515625,25.001934051513672,3206.345458984375
9.536550521850586,2080.3203125,279.4249572753906,2020.54443359375
9.558915138244629,1930.0633544921875,1445.0511474609375,2658.162353515625
9.595046997070312,3769.75,61.94340133666992,2319.611083984375
9.627264976501465,1938.3660888671875,1384.1705322265625,3672.844970703125
9.666372299194336,3332.103271484375,36.61422348022461,3138.202880859375
9.71212387084961,3035.617431640625,1043.1724853515625,3313.96533203125
9.807439804077148,3058.90087890625,70.49658966064453,2893.661865234375
9.813925743103027,3144.832763671875,358.8715515136719,2268.31494140625
9.845047950744629,2159.939453125,264.1613464355469,2093.874267578125
9.85750675201416,3286.50537109375,43.53728485107422,3097.210693359375
9.882675170898438,2650.36181640625,1670.8673095703125,2506.75439453125
9.956364631652832,2585.783935546875,154.0822296142578,2473.364990234375
9.956364631652832,2585.783935546875,154.0822296142578,2473.364990234375
9.979822158813477,1925.5240478515625,300.25665283203125,1876.519287109375
9.980822563171387,3114.01904296875,63.000892639160156,2942.969970703125
10.028473854064941,1983.9967041015625,2386.145751953125,3036.5087890625
10.064676284790039,2343.6767578125,208.19589233398438,2257.346923828125
10.120752334594727,3269.3203125,1704.682861328125,2668.149658203125
10.202640533447266,3297.5703125,42.10203552246094,3107.544189453125
10.229375839233398,1902.0380859375,304.9124755859375,1854.924560546875
10.347293853759766,3496.513427734375,11.3218994140625,3282.140625
10.362648010253906,3990.57080078125,1061.216064453125,2551.649658203125
10.383915901184082,2500.79248046875,460.6855773925781,3137.7529296875
10.50515079498291,2758.3759765625,115.51535034179688,2625.7158203125
10.528749465942383,3194.544677734375,1565.1785888671875,3887.8154296875
10.565671920776367,3693.8818359375,1112.5819091796875,3234.93212890625
10.565671920776367,3693.8818359375,2580.81298828125,2575.4423828125
10.640233039855957,3266.63232421875,46.8453254699707,3080.1181640625
10.675206184387207,3273.83154296875,45.99557876586914,3086.050537109375
10.68445110321045,1836.4788818359375,318.9692687988281,1793.8524169921875
10.740498542785645,2612.84033203125,149.02383422851562,2497.530029296875
10.8066987991333,2972.33349609375,80.85224151611328,2815.80810546875
10.842824935913086,3019.345947265625,75.21859741210938,2858.275634765625
10.87358570098877,2179.443359375,1853.6983642578125,2992.181640625
10.921975135803223,3672.59423828125,2366.9296875,2351.992919921875
10.956932067871094,3173.55908203125,56.49415969848633,2997.503662109375
11.012354850769043,1953.949462890625,2144.702880859375,3471.498779296875
11.013608932495117,1842.5321044921875,2188.9794921875,885.4666137695312
11.153691291809082,2396.498046875,1692.9906005859375,167.63377380371094
